Dates,ARG_gdp,ARG_rate,AUS_gdp,AUS_rate,AUT_gdp,AUT_rate,BEL_gdp,BEL_rate,BGR_gdp,BGR_rate,CAN_gdp,CAN_rate,CHE_gdp,CHE_rate,COL_gdp,COL_rate,CYP_gdp,CYP_rate,Czech Republic_gdp,Czech Republic_rate,DEU_gdp,DEU_rate,ESP_gdp,ESP_rate,EST_gdp,EST_rate,"Egypt, Arab Rep._gdp","Egypt, Arab Rep._rate",FIN_gdp,FIN_rate,FRA_gdp,FRA_rate,GBR_gdp,GBR_rate,GRC_gdp,GRC_rate,HRV_gdp,HRV_rate,HUN_gdp,HUN_rate,"Hong Kong SAR, China_gdp","Hong Kong SAR, China_rate",IRL_gdp,IRL_rate,ISL_gdp,ISL_rate,ITA_gdp,ITA_rate,JPN_gdp,JPN_rate,"Korea, Rep._gdp","Korea, Rep._rate",LTU_gdp,LTU_rate,LUX_gdp,LUX_rate,LVA_gdp,LVA_rate,MEX_gdp,MEX_rate,MKD_gdp,MKD_rate,MLT_gdp,MLT_rate,NLD_gdp,NLD_rate,NOR_gdp,NOR_rate,NZL_gdp,NZL_rate,PHL_gdp,PHL_rate,POL_gdp,POL_rate,PRT_gdp,PRT_rate,ROU_gdp,ROU_rate,RUS_gdp,RUS_rate,SGP_gdp,SGP_rate,SVN_gdp,SVN_rate,SWE_gdp,SWE_rate,THA_gdp,THA_rate,TUR_gdp,TUR_rate,"Taiwan, China_gdp","Taiwan, China_rate",URY_gdp,URY_rate,USA_gdp,USA_rate,ZAF_gdp,ZAF_rate
1994-01,0.635635,9.72438114728682,0.501645,10.58005,0.9069666052631579,6.672157,0.9200057280701754,9.518617,0.8152126228070175,15.86,0.680429,11.4,0.907331,4.847199,0.9099026382978722,11.808516424908424,0.9152919298245613,7.711929824561404,0.933408,4.2,0.794548,7.378757,0.9193609130434781,22.2,0.8056685614035087,7.5,0.4564763448275862,10.296116825203253,0.674778,18.08644,0.759862,10.24815,0.611776,10.1,0.9237096754385965,16.54703164978903,0.9359265531914894,15.310367892976586,0.828085798245614,6.427272626262627,0.769951,1.976987,0.8371812280701755,15.3,0.7685209385964912,4.7048201807228915,0.620788,9.362199143459915,1.143042,2.741259,0.580629,3.6013698630136983,0.8860723130434782,3.2,0.8353146842105263,4.597886533333334,0.8130387807017544,10.431615444444443,0.124037,4.125644444444444,1.226796404255319,26.960070940170937,0.9185615531914894,5.675959655677656,0.686159,5.879599385542169,0.428712,6.4,0.718567,9.391557,0.329061,9.5,0.8846908938053097,16.4,0.8920662807017543,8.782353130434783,3.6422531315789475,10.6,0.4435965701754386,6.02464,0.806523,1.7,0.9143951403508772,15.1,0.585296,11.26787,0.767809,1.3804263565891473,0.006777,10.480357142857143,0.972158,1.4,0.7355240283018868,9.929305135951662,0.650468,6.6,0.224378,26.474568478260867
1994-04,0.644039,9.72438114728682,0.502208,10.269156666666667,0.9069666052631579,6.582263333333333,0.9200057280701754,9.728534666666667,0.8152126228070175,15.393333333333333,0.68018,10.866666666666667,0.90925,4.839299333333334,0.9099026382978722,11.808516424908424,0.9152919298245613,7.7119298245614045,0.933408,4.2,0.796374,7.521107000000001,0.9193609130434781,22.233333333333334,0.8056685614035087,7.466666666666666,0.4564763448275862,10.296116825203253,0.683138,17.53931,0.762358,10.349383333333334,0.608919,9.799999999999999,0.9237096754385965,16.54703164978903,0.9359265531914894,15.310367892976586,0.828085798245614,6.427272626262627,0.780312,1.8099299999999998,0.8371812280701755,14.966666666666667,0.7685209385964912,4.7048201807228915,0.625641,9.362199143459915,1.146931,2.8977106666666668,0.592164,3.6013698630136983,0.8860723130434782,3.1333333333333333,0.8353146842105263,4.597886533333334,0.8130387807017544,10.431615444444443,0.126335,4.125644444444444,1.226796404255319,26.960070940170937,0.9185615531914894,5.675959655677656,0.687771,5.879599385542169,0.428458,6.433333333333334,0.718417,9.053220666666666,0.337173,9.266666666666667,0.8846908938053097,16.533333333333335,0.8920662807017543,8.782353130434783,3.6422531315789475,10.9,0.4435965701754386,6.574419,0.812181,1.6666666666666667,0.9143951403508772,14.966666666666667,0.587775,10.866990000000001,0.778599,1.3804263565891473,0.009421,10.480357142857143,0.971386,1.6333333333333335,0.7355240283018868,9.929305135951662,0.653595,6.5,0.225938,26.474568478260867
1994-07,0.629986,9.72438114728682,0.513144,9.745672,0.9069666052631579,6.553856,0.9200057280701754,9.881526000000001,0.8152126228070175,14.143333333333333,0.68627,10.366666666666667,0.908885,4.786481333333334,0.9099026382978722,11.808516424908424,0.9152919298245613,7.7119298245614045,0.933408,4.266666666666667,0.799585,7.450542333333334,0.9193609130434781,22.166666666666668,0.8056685614035087,7.466666666666666,0.4564763448275862,10.296116825203253,0.690782,17.13924,0.763443,10.383953333333332,0.61065,9.6,0.9237096754385965,16.54703164978903,0.9359265531914894,15.310367892976586,0.828085798245614,6.427272626262627,0.789267,1.7093773333333333,0.8371812280701755,14.533333333333333,0.7685209385964912,4.7048201807228915,0.62956,9.362199143459915,1.142574,2.834130666666667,0.605161,3.6013698630136983,0.8860723130434782,3.4333333333333336,0.8353146842105263,4.597886533333334,0.8130387807017544,10.431615444444443,0.130124,4.125644444444444,1.226796404255319,26.960070940170937,0.9185615531914894,5.675959655677656,0.691251,5.879599385542169,0.438973,6.466666666666666,0.727347,8.343825,0.347225,9.4,0.8846908938053097,16.666666666666668,0.8920662807017543,8.782353130434783,3.6422531315789475,11.033333333333333,0.4435965701754386,7.016574333333334,0.825927,1.6666666666666667,0.9143951403508772,14.566666666666668,0.591138,10.881636666666665,0.79161,1.3804263565891473,0.010014,10.480357142857143,0.975472,1.5333333333333332,0.7355240283018868,9.929305135951662,0.657365,6.099999999999999,0.227397,26.474568478260867
1994-10,0.633305,9.72438114728682,0.50492,9.289071666666667,0.9069666052631579,6.553429,0.9200057280701754,9.773351333333332,0.8152126228070175,13.103333333333333,0.68981,10.1,0.908917,4.664329333333334,0.9099026382978722,11.808516424908424,0.9152919298245613,7.7119298245614045,0.933408,4.4,0.8038,7.233514666666667,0.9193609130434781,21.933333333333334,0.8056685614035087,7.633333333333333,0.4564763448275862,10.296116825203253,0.696266,16.453770000000002,0.765833,10.244443333333335,0.619132,9.266666666666667,0.9237096754385965,16.54703164978903,0.9359265531914894,15.310367892976586,0.828085798245614,6.427272626262627,0.794126,2.1347039999999997,0.8371812280701755,13.9,0.7685209385964912,4.7048201807228915,0.635487,9.362199143459915,1.144239,2.9967706666666665,0.608935,3.6013698630136983,0.8860723130434782,3.9333333333333336,0.8353146842105263,4.597886533333334,0.8130387807017544,10.431615444444443,0.134382,4.125644444444444,1.226796404255319,26.960070940170937,0.9185615531914894,5.675959655677656,0.694794,5.879599385542169,0.433635,6.266666666666667,0.737032,7.850042333333334,0.348027,10.200000000000001,0.8846908938053097,16.599999999999998,0.8920662807017543,8.363307086956523,3.6422531315789475,11.1,0.4435965701754386,7.418028333333333,0.831123,1.8,0.9143951403508772,14.299999999999999,0.595983,10.628213333333333,0.809556,1.3804263565891473,0.012484,10.480357142857143,0.979225,1.5666666666666667,0.7355240283018868,9.929305135951662,0.660922,5.8999999999999995,0.234643,26.474568478260867
1995-01,0.665618,9.72438114728682,0.514092,8.934669666666666,0.727697,6.435006666666666,0.734561,9.673260666666666,0.021998,12.459999999999999,0.694571,9.633333333333333,0.910137,4.412043,0.9099026382978722,11.808516424908424,0.664405,7.7119298245614045,0.933408,4.266666666666667,0.80789,7.024768666666667,0.635239,21.599999999999998,0.283429,8.366666666666667,0.4564763448275862,10.296116825203253,0.70987,16.041776666666667,0.767628,10.001231666666667,0.620837,8.933333333333334,0.611839,16.54703164978903,0.9359265531914894,15.310367892976586,0.236081,6.427272626262627,0.798689,2.056328,0.539078,13.200000000000001,0.37916,4.7048201807228915,0.641298,9.362199143459915,1.138991,2.9061376666666665,0.621927,3.6013698630136983,0.438685,4.533333333333333,0.529882,3.8977236888888895,0.355912,10.431615444444443,0.151108,4.125644444444444,1.226796404255319,26.960070940170937,0.9185615531914894,5.675959655677656,0.698676,5.879599385542169,0.449088,6.333333333333333,0.736229,7.306431333333333,0.348943,9.466666666666667,0.8846908938053097,16.033333333333335,0.608642,7.745117333333333,0.086905,10.833333333333334,0.016733,7.648075333333334,0.843283,1.7666666666666666,0.445624,13.966666666666667,0.604172,10.443376666666667,0.826319,1.3804263565891473,0.015562,10.480357142857143,0.977918,1.6000000000000003,0.7355240283018868,9.929305135951662,0.664523,5.566666666666666,0.242769,26.474568478260867
1995-04,0.662645,9.72438114728682,0.518564,8.589052,0.730836,6.395841,0.734426,9.620191,0.020427,11.806666666666667,0.698406,9.6,0.914158,4.273394333333333,0.9099026382978722,11.808516424908424,0.674368,7.7119298245614045,0.933408,4.2,0.814081,6.953087333333333,0.640496,20.900000000000002,0.301416,9.733333333333333,0.4564763448275862,10.296116825203253,0.713805,15.409436666666666,0.770064,9.722222333333333,0.625757,8.833333333333334,0.619382,16.54703164978903,0.9359265531914894,15.310367892976586,0.256462,6.427272626262627,0.810483,2.5716753333333333,0.548716,12.5,0.373441,4.7048201807228915,0.655451,9.362199143459915,1.136728,3.0668876666666667,0.63822,3.6013698630136983,0.461239,5.066666666666666,0.555361,2.5471923333333333,0.357508,10.431615444444443,0.176309,4.125644444444444,1.226796404255319,26.960070940170937,0.9185615531914894,5.675959655677656,0.690185,5.879599385542169,0.447817,6.166666666666667,0.739438,6.610360666666666,0.36018,9.633333333333333,0.45548,15.366666666666667,0.611253,7.903064666666666,0.091045,10.266666666666666,0.021818,7.756823,0.844021,1.7666666666666666,0.457093,13.9,0.61217,10.371133333333333,0.826293,1.3804263565891473,0.016936,10.480357142857143,0.985286,1.6666666666666667,0.7355240283018868,9.929305135951662,0.667735,5.533333333333334,0.248443,26.474568478260867
1995-07,0.647875,9.72438114728682,0.517788,8.423532333333334,0.734979,6.537535666666667,0.737248,9.615384333333333,0.021609,11.263333333333334,0.700954,9.533333333333333,0.917891,4.202560666666667,0.9099026382978722,11.808516424908424,0.67434,7.7119298245614045,0.933408,4.166666666666667,0.817245,7.035442,0.644738,20.599999999999998,0.316732,9.8,0.4564763448275862,10.296116825203253,0.717189,15.660856666666668,0.772662,9.550617333333333,0.630219,8.666666666666666,0.629715,16.54703164978903,0.9359265531914894,15.310367892976586,0.268438,6.427272626262627,0.823483,2.933857,0.552919,12.166666666666666,0.384332,4.7048201807228915,0.667117,9.362199143459915,1.137888,3.0860116666666664,0.650557,3.6013698630136983,0.502342,6.166666666666667,0.550932,2.5825123333333333,0.367569,10.431615444444443,0.187914,4.125644444444444,1.226796404255319,26.960070940170937,0.9185615531914894,5.675959655677656,0.702754,5.879599385542169,0.441341,5.8,0.743308,6.319630666666666,0.375296,9.6,0.427025,15.200000000000001,0.615354,7.911792666666667,0.093359,10.133333333333333,0.02627,8.180350666666667,0.842514,1.8,0.470926,13.933333333333332,0.616467,10.263406666666667,0.836211,1.3804263565891473,0.018718,10.480357142857143,1.003886,1.7666666666666666,0.7355240283018868,9.929305135951662,0.670998,5.633333333333333,0.256132,26.474568478260867
1995-10,0.649734,9.72438114728682,0.52823,8.389843333333333,0.735363,6.638448666666666,0.735204,9.706355666666667,0.023372,11.08,0.704549,9.333333333333334,0.919141,4.2020946666666665,0.9099026382978722,11.808516424908424,0.684021,7.7119298245614045,0.933408,3.9333333333333336,0.81874,7.172622666666666,0.651947,20.8,0.335372,9.766666666666667,0.4564763448275862,10.296116825203253,0.719871,16.003756666666664,0.776675,9.511111333333334,0.637654,8.6,0.639367,16.54703164978903,0.9359265531914894,15.310367892976586,0.290579,6.427272626262627,0.831104,3.561224333333333,0.554315,12.1,0.391205,4.7048201807228915,0.677724,9.362199143459915,1.138785,3.192943666666667,0.64422,3.6013698630136983,0.518953,6.8,0.57242,2.5519086666666664,0.376228,10.431615444444443,0.200236,4.125644444444444,1.226796404255319,26.960070940170937,0.9185615531914894,5.675959655677656,0.703667,5.879599385542169,0.442174,5.533333333333334,0.746201,6.272038666666667,0.380494,9.4,0.416218,15.133333333333333,0.618437,7.754485666666667,0.100674,9.799999999999999,0.028266,8.709728333333333,0.851217,1.6333333333333335,0.48629,14.166666666666666,0.616447,10.414653333333334,0.839581,1.3804263565891473,0.022229,10.480357142857143,1.022978,1.8666666666666665,0.7355240283018868,9.929305135951662,0.674254,5.6000000000000005,0.263982,26.474568478260867
1996-01,0.672845,9.72438114728682,0.526387,8.334467666666667,0.735366,6.916519,0.740587,9.830541,0.023652,10.88,0.707019,9.333333333333334,0.915967,4.220862666666666,0.9099026382978722,11.808516424908424,0.681443,7.7119298245614045,0.60147,3.733333333333333,0.818977,7.3701989999999995,0.657219,20.53333333333333,0.355103,9.666666666666666,0.4564763448275862,10.296116825203253,0.713507,16.060586666666666,0.780481,9.692592666666668,0.643965,8.333333333333334,0.65258,16.54703164978903,0.9359265531914894,15.310367892976586,0.301527,6.427272626262627,0.842068,3.48747,0.552723,12.1,0.391817,4.7048201807228915,0.681591,9.362199143459915,1.133882,3.4429803333333333,0.657947,3.6013698630136983,0.54089,7.333333333333333,0.58098,2.582777,0.395287,10.431615444444443,0.211743,4.125644444444444,1.226796404255319,26.960070940170937,0.9185615531914894,5.675959655677656,0.707014,5.879599385542169,0.456715,5.266666666666667,0.753089,6.409821666666666,0.384192,9.299999999999999,0.463502,14.933333333333332,0.620767,7.867427333333334,0.117126,9.333333333333334,0.031041,8.907702,0.855593,1.7333333333333334,0.498652,14.266666666666666,0.620475,10.608366666666667,0.853955,1.3804263565891473,0.025323,10.480357142857143,1.005272,2.1333333333333333,0.7355240283018868,9.929305135951662,0.677469,5.599999999999999,0.264797,26.474568478260867
1996-04,0.67563,9.72438114728682,0.531385,8.469687333333333,0.737152,7.240674666666666,0.737265,9.818945,0.024639,10.586666666666666,0.709363,9.466666666666667,0.922912,4.371393,0.9099026382978722,11.808516424908424,0.695824,7.7119298245614045,0.609989,3.6999999999999997,0.818146,7.592768666666667,0.661948,20.233333333333334,0.374969,9.633333333333333,0.4564763448275862,10.296116825203253,0.712512,14.676753333333332,0.782459,9.977778333333333,0.655654,8.266666666666667,0.666951,16.54703164978903,0.9359265531914894,15.310367892976586,0.314437,6.427272626262627,0.856709,3.092299333333333,0.557523,11.933333333333332,0.376935,4.7048201807228915,0.687644,9.362199143459915,1.134251,3.325381333333333,0.66145,3.6013698630136983,0.558942,7.566666666666666,0.558969,2.679708,0.413338,10.431615444444443,0.221362,4.125644444444444,1.226796404255319,26.960070940170937,0.9185615531914894,5.675959655677656,0.708174,5.879599385542169,0.457798,5.3,0.756236,6.299872333333333,0.391601,8.966666666666667,0.478111,15.066666666666668,0.623047,8.030370333333334,0.123358,8.9,0.032645,8.867935666666666,0.856098,1.8,0.513101,14.033333333333333,0.615384,10.537803333333335,0.864831,1.3804263565891473,0.027843,10.480357142857143,1.019819,2.2666666666666666,0.7355240283018868,11.043101711983887,0.680285,5.533333333333334,0.272073,26.474568478260867
